uuid,Name,Address,Sanction Type,Nationality,Effect Date | Lapse Date,Grounds,Entity Type
2f11468d-b39c-4bf2-a912-d014ac125c0f,"Jiangxi Mingzheng Transformer Equipment Technology Service Co., Ltd. (also known as Jiangxi Mingzheng Biandian Shebei Jishu Fuwu Co., Ltd.)","Section C, Industrial Park Area, Chongren County, Fuzhou City, Jiangxi Province 
江西省抚州市崇仁县工业园区C区",Debarred,People's Republic of China,27/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Organization
cd565b82-48bf-427d-95da-3218fdc65951,"JIANGXI PROVINCE QUNLI CONSTRUCTION CO., LTD.","NO. 293 YONGFENG AVENUE  
GUANGFENG DISTRICT, SHANGRAO CITY
PEOPLE'S REPUBLIC OF CHINA

Beside Chengzhong Park
North Side of Sangyuan Road, Yongfeng Street 
Guangfeng District, Shangrao City, Jiangxi Province
PEOPLE’S REPUBLIC OF CHINA",Debarred,People's Republic of China,10/May/2019 | Until Further Notice,Cross-Debarment: WB,Organization
02e4a51d-319a-4bfa-8c01-3efa51e7aa1b,"JiangXi Qienfeng Heavy Industry Co., Ltd.","Longgong North Avenue, New Century Industrial City, Gao'an City, Jiangxi Province, PEOPLE’S REPUBLIC OF CHINA",Debarred,People's Republic of China,26/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
f7669e85-2b11-4b1c-8ae7-7996435c089c,Jiangxi Qingping Landscaping Architecture Co. Ltd.,"61 Jinchuan Road Central, Xingan County
Ji'an City
Jiangxi 33130
PEOPLE'S REPUBLIC OF CHINA",Debarred,People's Republic of China,29/Nov/2016 | Until Further Notice,Violated ADB's Integrity Principles and Guidelines 2.A(ii).,Organization
c5d085e8-20ab-42ff-a5a8-413e4ca7b3f7,"Jiangxi Tianfeng Construction Group Co., Ltd.","Tianfeng Technology Park, Longgong North Avenue, Xin Shi Ji Industrial City, Gao’an City, Jiangxi Province, PEOPLE’S REPUBLIC OF CHINA 江西省高安市新世纪工业城龙工北大道天丰科技园",Debarred,People's Republic of China,24/Mar/2023 | 24/Mar/2027,Violated ADB's Integrity Principles and Guidelines 2A (vii).,Organization
1a751f54-81ad-474b-a1e4-7055703def2c,"Jiangxi Tianfeng Construction Group Co., Ltd. Aksu Branch","Shop No. 8, Building 29, Pearl Garden Community, Left Bank, No. 25 Yingawati Road, Langan District, Aksu City, Aksu District, Xinjiang, PEOPLE’S REPUBLIC OF CHINA
中国新疆阿克苏地区阿克苏市兰杆区英阿瓦提路25号左岸明珠花园小区29号楼8号商铺",Debarred,People's Republic of China,26/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
cd3177bd-eb93-4969-8828-dc0bcefcb7e1,"Jiangxi Tianfeng Construction Group Co., Ltd. Anhui Branch","B-701, Greenland Lanhai International Building, Government Affairs District, Shushan District, Hefei City, Anhui Province, PEOPLE’S REPUBLIC OF CHINA
中国安徽省合肥市蜀山区政务区绿地蓝海国际大厦B-701",Debarred,People's Republic of China,27/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Organization
c79320f6-21fb-4100-a555-b9f02e8640ef,"Jiangxi Tianfeng Construction Group Co., Ltd. Changdu Branch","No. 69, Macaoba East Road, Karuo District, Qamdo, Tibet Autonomous Region, PEOPLE’S REPUBLIC OF CHINA
中国西藏自治区昌都市卡若区马草坝东路69号",Debarred,People's Republic of China,27/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Organization
4867c66d-9c75-4173-8b64-e99b5d3b7534,"Jiangxi Tianfeng Construction Group Co., Ltd. Chengdu Branch","No. 22 Yongfeng Road, Chengdu High-tech Zone, Wuhou District, Chengdu City, Sichuan Province, PEOPLE’S REPUBLIC OF CHINA
中国四川省成都市武侯区成都高新区永丰路22号",Debarred,People's Republic of China,27/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Organization
3d6e1bff-07fb-41c8-8f17-5b442f0870b3,"Jiangxi Tianfeng Construction Group Co., Ltd. Chongqing Branch","1-6, Building 4, Chang'an Qilin Mansion, No. 9 Yanghe East Road, Jiangbei District, Chongqing, PEOPLE’S REPUBLIC OF CHINA
中国重庆市江北区洋河东路9号长安麒麟公馆4幢1-6",Debarred,People's Republic of China,27/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Organization
201c666d-5e7d-449e-b75f-fcd1dc93c7db,"Jiangxi Tianfeng Construction Group Co., Ltd. Defeng Branch","No. 33, Group 3, Fanjiamen Village Committee, Tangzhuang Township, Dengfeng City, Zhengzhou City, Henan Province
中国河南省郑州市登封市唐庄乡范家门村委3组33号",Debarred,People's Republic of China,26/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
8a415114-86bc-4dcc-b8b5-b7baea1997c1,"Jiangxi Tianfeng Construction Group Co., Ltd. Dexing Branch","Shitiangang Farm, Xingangshan Town, Dexing City, Shangrao City, Jiangxi Province (within Xiangxiu Ecological Company), PEOPLE’S REPUBLIC OF CHINA
中国江西省上饶市德兴市新岗山镇石田岗农场(祥秀生态公司内)",Debarred,People's Republic of China,27/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Organization
356e22dc-8662-4042-974c-27cc89540e66,"Jiangxi Tianfeng Construction Group Co., Ltd. Dongguan Branch","No. 516, 5/F, Liandong Building, Gaotianfang, Zhushan, Dongcheng District, Dongguan City, Guangdong Province, PEOPLE’S REPUBLIC OF CHINA
中国广东省东莞市东城区主山高田坊联动大厦五楼516号",Debarred,People's Republic of China,27/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Organization
4ce05492-b25d-4a1e-b866-38663da0a2b5,"Jiangxi Tianfeng Construction Group Co., Ltd. Duchang Branch","No. 7 Wanli Avenue, Duchang County, Jiujiang City, Jiangxi Province (Watang Neighborhood Committee), PEOPLE’S REPUBLIC OF CHINA
中国江西省九江市都昌县万里大道7号(瓦塘居委会)",Debarred,People's Republic of China,27/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
235c4d69-ebdd-46ed-929d-4d7ab693eb2c,"Jiangxi Tianfeng Construction Group Co., Ltd. Fangxian Branch","High-tech Industrial Park, Gao'an City, Yichun City, Jiangxi Province, PEOPLE’S REPUBLIC OF CHINA
中国江西省宜春市高安市高新技术产业园",Debarred,People's Republic of China,26/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
042dbf3f-bc03-46db-9c27-4c5809e9cfd7,"Jiangxi Tianfeng Construction Group Co., Ltd. Foshan Branch","No. P7, 2/F, Block 5, No. 77 Huayuan East Road, Chancheng District, Foshan City, Guangdong Province (Residence Declaration) PEOPLE’S REPUBLIC OF CHINA
中国广东省佛山市禅城区华远东路77号五座二层P7号(住所申报)",Debarred,People's Republic of China,27/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
43f6d66b-3974-411f-bfe6-0b6b36961b06,"Jiangxi Tianfeng Construction Group Co., Ltd. Fujian Branch","Units 08 and 09, 16/F, Building 2, Ziyang Business Center, No. 139, Changle North Road, Jin'an District, Fuzhou City, Fujian Province, PEOPLE’S REPUBLIC OF CHINA
中国福建省福州市晋安区长乐北路139号紫阳商贸中心2号楼16层08、09单元",Debarred,People's Republic of China,27/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Organization
57ac6898-7ce1-43ec-98fc-f09a1b035660,"Jiangxi Tianfeng Construction Group Co., Ltd. Fuyu Branch","West of Zhiyihui School, Fulu Town, Fuyu County, Qiqihar City, Heilongjiang Province, PEOPLE’S REPUBLIC OF CHINA
中国黑龙江省齐齐哈尔市富裕县富路镇镇直逸挥学校西",Debarred,People's Republic of China,26/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
cbbe0d44-14b4-43bf-9ae8-0cc148a8835b,"Jiangxi Tianfeng Construction Group Co., Ltd. Fuzhou Branch","No. 1325, Wenchang Avenue, Jinchao Economic Development Zone, Linchuan District, Fuzhou City, Jiangxi Province (next to Tang Xianzu Memorial Hall), PEOPLE’S REPUBLIC OF CHINA
中国江西省抚州市临川区金巢经济开发区文昌大道1325号(汤显祖纪念馆旁)",Debarred,People's Republic of China,27/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
05b86054-1d54-45a7-98da-2c80e321893e,"Jiangxi Tianfeng Construction Group Co., Ltd. Guangfeng Branch","Shop on 1/F, No. 35, Nanping Road, Nanping Community, Fengxi Street, Guangfeng District, Shangrao City, Jiangxi Province, PEOPLE’S REPUBLIC OF CHINA
中国江西省上饶市广丰区丰溪街道南屏社区南屏路35号一楼店面",Debarred,People's Republic of China,27/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
1170d276-cc61-4ef4-a661-05d0e188f5cb,"Jiangxi Tianfeng Construction Group Co., Ltd. Guangxi Branch","No. 72, Jinbei North Road, Qingxiu District, Nanning City, Guangxi Zhuang Autonomous Region, PEOPLE’S REPUBLIC OF CHINA
中国广西壮族自治区南宁市青秀区金湖北路72号",Debarred,People's Republic of China,27/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Organization
7550b943-4516-44ca-949c-9289528b2beb,"Jiangxi Tianfeng Construction Group Co., Ltd. Guixi Branch","No. 33 Fugui Group, Baishan Village Committee, Zhiguang Town, Guixi City, Yingtan City, Jiangxi Province, PEOPLE’S REPUBLIC OF CHINA
中国江西省鹰潭市贵溪市志光镇柏山村委会付贵组33号",Debarred,People's Republic of China,26/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
2539a4f2-2199-41f3-aa26-974868e19d2c,"Jiangxi Tianfeng Construction Group Co., Ltd. Hainan Branch","Room A1001, 10/F, Depaisi Building, A1-12, Guomao North Road, Longhua District, Haikou City, Hainan Province, PEOPLE’S REPUBLIC OF CHINA
中国海南省海口市龙华区金融贸易区国贸北路A1-12德派斯大厦第10层A1001房",Debarred,People's Republic of China,27/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
75b9a397-77b6-4a76-b5c4-8869e95a66bc,"Jiangxi Tianfeng Construction Group Co., Ltd. Hubei Branch","No. 04, 6/F, Building 8, Guannan Fuxing Medical Park, No. 58 Guanggu Avenue, East Lake High-tech Development Zone, Hongshan District, Wuhan City, Hubei Province, PEOPLE’S REPUBLIC OF CHINA
中国湖北省武汉市洪山区东湖高新技术开发区光谷大道58号关南福星医药园8栋6层04号",Debarred,People's Republic of China,27/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Organization
1b82634c-3742-4a88-b412-0274c0368c4b,"Jiangxi Tianfeng Construction Group Co., Ltd. Hunan Branch","4/F, Gate 2, Block 4, Guitang Second Community, Guitang Street, Yuhua District, Changsha City, Hunan Province, PEOPLE’S REPUBLIC OF CHINA
中国湖南省长沙市雨花区圭塘街道圭塘二小区4栋2门4楼",Debarred,People's Republic of China,27/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
12d83ca3-b0c2-4db0-8b35-0f9eb39a9930,"Jiangxi Tianfeng Construction Group Co., Ltd. Ji'an Branch","Office 103, Ji'an Livestock and Poultry Farm, Management Committee of Science and Technology Park, No. 61, Xingqiao Town, Jizhou District, Ji'an City, Jiangxi Province, PEOPLE’S REPUBLIC OF CHINA
中国江西省吉安市吉州区兴桥镇61号科技园管委会吉安市畜禽场103办公室",Debarred,People's Republic of China,26/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
85aabef0-4862-4aa6-8821-0a8231fc2eb1,"Jiangxi Tianfeng Construction Group Co., Ltd. Ji'an Jizhou Branch","No. 1, Jiangxia Village Committee, Jiangxia Village, Xingqiao Town, Jizhou District, Ji'an City, Jiangxi Province, PEOPLE’S REPUBLIC OF CHINA
中国江西省吉安市吉州区兴桥镇江下村江下村委会1号",Debarred,People's Republic of China,26/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
108f2bbf-97c7-48c4-9829-bf1cb95e0555,"Jiangxi Tianfeng Construction Group Co., Ltd. Jianchuan Branch","Jianhe Line, Xinren Village, Jinhua Town, Jianchuan County, Dali Bai Autonomous Prefecture, Yunnan Province, PEOPLE’S REPUBLIC OF CHINA
中国云南省大理白族自治州剑川县金华镇新仁村剑鹤线",Debarred,People's Republic of China,26/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
e1374471-f11a-42ca-b125-b4b696934057,"Jiangxi Tianfeng Construction Group Co., Ltd. Jing'an County Branch","No. 02, Zhongcun Group, Nancun Village, Luowan Township, Jing'an County, Yichun City, Jiangxi Province, PEOPLE’S REPUBLIC OF CHINA
中国江西省宜春市靖安县罗湾乡南村村中村组02号",Debarred,People's Republic of China,26/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
e3165974-5995-4e4f-9fbc-6a1e18af906f,"Jiangxi Tianfeng Construction Group Co., Ltd. Jinxi County Branch","Kelu Village Committee, Zuofang Town, Jinxi County, Fuzhou City, Jiangxi Province, PEOPLE’S REPUBLIC OF CHINA
中国江西省抚州市金溪县左坊镇客路村委会",Debarred,People's Republic of China,26/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
a9e24ecb-78ed-4484-8b5c-04cba30322c0,"Jiangxi Tianfeng Construction Group Co., Ltd. Jixian Branch","Zijin Garden (10#3 West 4/F), Jixian County, Shuangyashan City, Heilongjiang Province, PEOPLE’S REPUBLIC OF CHINA
中国黑龙江省双鸭山市集贤县紫金花园(10#3西4层)",Debarred,People's Republic of China,27/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
2b92d025-2b84-479f-81a3-6111d96262ad,"Jiangxi Tianfeng Construction Group Co., Ltd. Leling Branch","Canvas Industrial Park, Zhaitoubao Township, Leling City, Dezhou City, Shandong Province, PEOPLE’S REPUBLIC OF CHINA
中国山东省德州市乐陵市寨头堡乡帆布产业园",Debarred,People's Republic of China,26/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Organization
2d27c722-7e36-4adf-833c-fd5a751ab0f8,"Jiangxi Tianfeng Construction Group Co., Ltd. Liangshan Branch","1/F, Building 1 East, Wenhui Community, Wenhui Lane, Xichang City, Liangshan Yi Autonomous Prefecture, Sichuan Province, PEOPLE’S REPUBLIC OF CHINA
四川省凉山彝族自治州西昌市文汇巷文汇小区东1幢1层",Debarred,People's Republic of China,27/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
49df91e2-0ede-4410-b403-f2e64eb076bd,"Jiangxi Tianfeng Construction Group Co., Ltd. Lianhua Branch","Fuli Avenue, Shanshi Township, Lianhua County, Pingxiang City, Jiangxi Province, PEOPLE’S REPUBLIC OF CHINA
中国江西省萍乡市莲花县闪石乡复礼大道",Debarred,People's Republic of China,27/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
f5af2717-28ce-48c6-a7ea-87cf2ad6fafb,"Jiangxi Tianfeng Construction Group Co., Ltd. Ma'erkang Branch","No. 3-2, No. 8, Jinzhu Street, Ma'erkang City, Aba Tibetan and Qiang Autonomous Prefecture, Sichuan Province, PEOPLE’S REPUBLIC OF CHINA
中国四川省阿坝藏族羌族自治州马尔康市金珠街8号3-2号",Debarred,People's Republic of China,27/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
4be09ca5-cab2-4803-9c06-4bd701345e65,"Jiangxi Tianfeng Construction Group Co., Ltd. Meizhou Branch","Room 121, 1/F, Fuqi Road (Jiaxin Hotel Guest House), Meixian District, Meizhou City, Guangdong Province, PEOPLE’S REPUBLIC OF CHINA
中国广东省梅州市梅县区富奇路(嘉信酒店招待所)一楼121房",Debarred,People's Republic of China,27/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
2986d155-cab9-4f94-9b62-16e5cc3b0a32,"Jiangxi Tianfeng Construction Group Co., Ltd. Mingshui Branch","Resident in Xingren Town, Mingshui County, Suihua City, Heilongjiang Province, PEOPLE’S REPUBLIC OF CHINA
中国黑龙江省绥化市明水县兴仁镇驻地",Debarred,People's Republic of China,27/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Organization
327bbf94-357c-4bed-966e-b288f54b9000,"Jiangxi Tianfeng Construction Group Co., Ltd. Nanchang Branch","Room 2308, Building 3, Huilong Mingdu Seattle International Hall, No. 388 Lijing Road, Honggutan District, Nanchang City, Jiangxi Province (23/F), PEOPLE’S REPUBLIC OF CHINA
中国江西省南昌市红谷滩区丽景路388号汇龙铭都西雅图国际会馆3栋2308室(第23层)",Debarred,People's Republic of China,27/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
07ab8270-f3db-4855-837d-7fa1e8e14fee,"Jiangxi Tianfeng Construction Group Co., Ltd. Pingnan Branch","Room 505, No. 85, 3rd Street of Yongfa New Village, Pingnan Street, Pingnan County, Guigang City, Guangxi Zhuang Autonomous Region (formerly the third team of Generals of Fucheng Village), PEOPLE’S REPUBLIC OF CHINA
中国广西壮族自治区贵港市平南县平南街道(原附城村大将三队)永发新村三街85号505室",Debarred,People's Republic of China,26/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
d12f40e1-1677-4478-99c5-4f9ff55e4429,"Jiangxi Tianfeng Construction Group Co., Ltd. Poyang County Branch","Shop 1-102, Kaiguang Aolin Mansion, Hongmai Avenue, Poyang Town, Poyang County, Shangrao City, Jiangxi Province, PEOPLE’S REPUBLIC OF CHINA
中国江西省上饶市鄱阳县鄱阳镇洪迈大道凯光奥林公馆商铺1-102",Debarred,People's Republic of China,26/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
d1d060a1-b366-46c6-ad55-9cca379d841a,"Jiangxi Tianfeng Construction Group Co., Ltd. Qingyuan Branch","No. 01, 10/F, Elevator A, Huixian Garden, No. 13, Yinquan South Road, Xincheng District, Qingyuan City, Guangdong Province (office only), PEOPLE’S REPUBLIC OF CHINA
广东省清远市清城区新城银泉南路十三号汇贤花园A梯10层01号(仅限办公)",Debarred,People's Republic of China,27/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
987d5aa5-ac69-4a12-a932-438a19e6ee5d,"Jiangxi Tianfeng Construction Group Co., Ltd. Shanghai Branch","Room 607, Building 2, No. 1505, Lianhang Road, Minhang District, Shanghai, PEOPLE’S REPUBLIC OF CHINA
中国上海市闵行区联航路1505号2号楼607室",Debarred,People's Republic of China,27/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Organization
40469dc3-22f6-4746-af33-6caa3cc61132,"Jiangxi Tianfeng Construction Group Co., Ltd. Shenzhen Branch","Room 1010A, Investment Building, No. 246 Shenshan Road, Pingshan Street, Pingshan District, Shenzhen City, Guangdong Province, PEOPLE’S REPUBLIC OF CHINA
中国广东省深圳市坪山区坪山街道深汕路246号投资大厦1010A",Debarred,People's Republic of China,27/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
d9db5197-80a7-405f-a9b1-50c8fd7959f0,"Jiangxi Tianfeng Construction Group Co., Ltd. Shuanghe Branch","Shop 13, Commercial and Residential Building, No. 3, Farmer's Market, 89th Regiment, Shuanghe City, Xinjiang, PEOPLE’S REPUBLIC OF CHINA
中国新疆双河市89团农贸市场3号商住楼13号商铺",Debarred,People's Republic of China,26/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
de9e239a-05b1-41a1-805b-78a00df0db26,"Jiangxi Tianfeng Construction Group Co., Ltd. Tengchong Branch","Floor 133, Tenghaiyuan, Tengchong Century City, Jinyuan Community, Tengyue Town, Tengchong City, Baoshan City, Yunnan Province, PEOPLE’S REPUBLIC OF CHINA
中国云南省保山市腾冲市腾越镇金源社区腾冲世纪城腾海苑133楼",Debarred,People's Republic of China,26/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
0c277394-c84b-4d62-9062-ad95684cfbfc,"Jiangxi Tianfeng Construction Group Co., Ltd. Tonghe Branch","Longgong North Avenue, New Century Industrial City, Gao'an City, Jiangxi Province, PEOPLE’S REPUBLIC OF CHINA
中国江西省高安市新世纪工业城龙工北大道",Debarred,People's Republic of China,26/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
73ab97fa-566b-4ce7-a20f-8a9c5dacd590,"Jiangxi Tianfeng Construction Group Co., Ltd. Xiaolan Branch","3 of No. 106, Yu'an Natural Village, Xiongxi Village, Jinhu Management Office, Xiaolan Economic and Technological Development Zone, Nanchang County, Nanchang City, Jiangxi Province, PEOPLE’S REPUBLIC OF CHINA
中国江西省南昌市南昌县小蓝经济技术开发区金湖管理处雄溪村玉岸自然村106号附3号",Debarred,People's Republic of China,26/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Organization
42b80d9f-6946-4bec-8c05-96533c1fc5ee,"Jiangxi Tianfeng Construction Group Co., Ltd. Xinjian Branch","No. 80, Shilongkeng Natural Village (Lingxia), Shangping Village, Shigang Town, Xinjian District, Nanchang City, Jiangxi Province, PEOPLE’S REPUBLIC OF CHINA
中国江西省南昌市新建区石岗镇上坪村石垅坑自然村(岭下)80号",Debarred,People's Republic of China,27/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
185aa7c2-266d-4d6d-a017-e50a82d7aa36,"Jiangxi Tianfeng Construction Group Co., Ltd. Xuanen Branch","Room 25-2, 1/F, Building 1, No. 11, Jianshe Road, Zhushan Town, Xuan'en County, Enshi Tujia and Miao Autonomous Prefecture, Hubei Province
中国湖北省恩施土家族苗族自治州宣恩县珠山镇建设路11号1幢1楼25-2",Debarred,People's Republic of China,27/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
469040d5-0c35-460f-bc95-b4bd6e0a3079,"Jiangxi Tianfeng Construction Group Co., Ltd. Yanji Branch","Room 302, Unit 2, Building 15, Wuwuhua Community, No. 423, Changbai East Road, Yanji City, Yanbian Korean Autonomous Prefecture, Jilin Province, PEOPLE’S REPUBLIC OF CHINA
中国吉林省延边朝鲜族自治州延吉市长白山东路423号无穷花小区15号楼2单元302",Debarred,People's Republic of China,26/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
b6048545-7403-49ef-84dc-bb207ad52dd3,"Jiangxi Tianfeng Construction Group Co., Ltd. Yihuang Branch","No. 14, Beiguan Road, Fenggang Town, Yihuang County, Fuzhou City, Jiangxi Province, PEOPLE’S REPUBLIC OF CHINA
中国江西省抚州市宜黄县凤冈镇北关路14号",Debarred,People's Republic of China,27/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
77cce488-3ac8-4cc7-991d-e74c6c9443d5,"Jiangxi Tianfeng Construction Group Co., Ltd. Yongren Branch","No. 4 Wangjiangyuan Group, Baimahe Village Committee, Yongxing Township, Yongren County, Chuxiong Yi Autonomous Prefecture, Yunnan Province, P.R. China, PEOPLE’S REPUBLIC OF CHINA
中国云南省楚雄彝族自治州永仁县永兴乡白马河村委会望江缘小组4号",Debarred,People's Republic of China,26/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
ca217399-196e-4f01-b80c-263090fb6b02,"Jiangxi Tianfeng Construction Group Co., Ltd. Yugan County Branch","Gaojia Village, East Extension of Century Avenue, Yuting Town, Yugan County, Shangrao City, Jiangxi Province, PEOPLE’S REPUBLIC OF CHINA
中国江西省上饶市余干县玉亭镇世纪大道东延高家村",Debarred,People's Republic of China,26/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Organization
db4f06db-b01c-48e8-bbec-6d1db29b681f,"Jiangxi Tianfeng Construction Group Co., Ltd. Yunnan Branch","No. 401, 4/F, Unit 2, Building 4, Tangjing New Village A District, No. 66 Guanshang Shuangfu Road, Guandu District, Kunming City, Yunnan Province, PEOPLE’S REPUBLIC OF CHINA
中国云南省昆明市官渡区关上双福路66号汤井新邨A区4幢2单元4层401号",Debarred,People's Republic of China,27/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
9ef29916-225f-47f1-a376-f0ab95cdb7fc,"Jiangxi Tianfeng Construction Group Co., Ltd. Zhangshu Branch","No. 5, Yaodu South Avenue, Zhangshu City, Yichun City, Jiangxi Province, PEOPLE’S REPUBLIC OF CHINA
中国江西省宜春市樟树市药都南大道5号",Debarred,People's Republic of China,26/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
ecccf8b5-e7fe-46fa-b0eb-71031831b098,"Jiangxi Tianfeng Construction Group Co., Ltd. Zhangwan Branch","Group 7, Xigou Village, Xigou Township, Zhangwan District, Shiyan City, Hubei Province, PEOPLE’S REPUBLIC OF CHINA
中国湖北省十堰市张湾区西沟乡西沟村七组",Debarred,People's Republic of China,26/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
708109af-d758-434a-b6f7-d52b87b0d456,"Jiangxi Tianfeng Construction Group Co., Ltd. Zhejiang Branch","No. 207 and 206, 2/F, Building 15, Haixi E-commerce Science and Technology Park, Lingxi Town, Cangnan County, Wenzhou City, Zhejiang Province, PEOPLE’S REPUBLIC OF CHINA
浙江省温州市苍南县灵溪镇海西电商科技园15幢2层207、206号",Debarred,People's Republic of China,27/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
8e6fa226-c207-4097-a6f7-92f3b91a75cb,"Jiangxi Tianfeng Construction Group Co., Ltd. Zhongshan Branch","1 of No. 3, 2/F, No. 84, Zhongshan 2nd Road, Shiqi District, Zhongshan City, Guangdong Province (Part 1), PEOPLE’S REPUBLIC OF CHINA
中国广东省中山市石岐区中山二路84号2层3卡(之一)",Debarred,People's Republic of China,27/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
17f64cd1-a72c-4ef8-8c0d-0dc83aa22cdd,"Jiangxi Tianfeng Construction Group Co., Ltd. Zhuhai Branch","Room 103-1, 1/F, No. 198, Xinghua Road, Xiangzhou District, Zhuhai City, Guangdong Province, PEOPLE’S REPUBLIC OF CHINA
中国广东省珠海市香洲区兴华路198号一楼103-1",Debarred,People's Republic of China,27/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
92413650-9d88-4163-bbe4-06064054ef32,"Jiangxi Tianfeng Construction Group Co., Ltd. Zhushan Branch","No. 59 Renmin Road, Chengguan Town, Zhushan County, Shiyan City, Hubei Province
中国湖北省十堰市竹山县城关镇人民路59号",Debarred,People's Republic of China,27/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
0e726cfd-ae5f-4f30-9923-3cd4a1723fc5,"Jiangxi Tianfeng Construction Group Co., Ltd. Zhuzhou Branch","No. 1114, Charity Building, No. 277 Lushan Road, Tianyuan District, Zhuzhou City, Hunan Province, PEOPLE’S REPUBLIC OF CHINA
中国湖南省株洲市天元区庐山路277号慈善大厦1114号",Debarred,People's Republic of China,27/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Person
de9627af-5403-4c4d-add2-c312419a3a08,"Jiangxi Tianfeng Construction Group Pipe Industry Technology Co., Ltd.","Longgong North Avenue, New Century Industrial City, Gaoan City, Jiangxi Province, PEOPLE’S REPUBLIC OF CHINA",Debarred,People's Republic of China,26/Jun/2023 | 24/Mar/2027,Affiliate of a debarred entity,Organization
8bc707ee-c355-4997-95d2-ab0a328b0a75,"Jianye Construction Co., Ltd. (Reg. No. 91371000863117685H)","No.42 Jinian Road, Weihai, Shandong Province
山东省威海市纪念路42号",Debarred,People's Republic of China,4/Apr/2022 | 18/Oct/2024,Cross-Debarment: AfDB,Organization
58c10aa9-4907-417c-8d67-34ff1936e65d,"Jianyuan Construction Co., Ltd. (Reg. No. 91371000723895645B)","4th Floor, No.271-1 Eastern Kaiyuan Road, Lingang Economic and Technological Development Zone, Weihai, Shandong Province
山东省威海临港经济技术开发区开元东路271-1号四楼",Debarred,People's Republic of China,4/Apr/2022 | 18/Oct/2024,Cross-Debarment: AfDB,Organization
